shelter_id,reference_common_ids,municipality,shelter_name,address,reference_same_address_as_emergency_site,reference_other_mayor_matters,reference_accepted_persons,portal_capacity_persons,latitude,longitude,2026-07-29,2026-07-30,2026-07-31,2026-08-01,2026-08-02,2026-08-03,2026-08-04,2026-08-05,2026-08-06,2026-08-08,2026-08-09,2026-08-10,2026-08-11
ref:E4320500061111,E4320500061111,水俣市,(旧)第三中学校体育館,熊本県水俣市平町2-7-1,1,,,300,32.205645,130.405268,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500051111,E4320500051111,水俣市,16部消防格納庫,熊本県水俣市長崎960,1,,,10,32.175781,130.413307,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500012111,E4320500012111,水俣市,23区集会所,熊本県水俣市久木野1041-1,1,,,80,32.173029,130.525735,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500003111,E4320500003111,水俣市,5区公民館,熊本県水俣市旭町2-56-5,1,,,20,32.208505,130.402503,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500052111,E4320500052111,水俣市,7区公民館,熊本県水俣市長野町8-8,1,,,40,32.202467,130.423745,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500017111,E4320500017111,水俣市,おれんじ館,熊本県水俣市月浦195-2,1,,,50,32.188737,130.382562,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500020111,E4320500020111,水俣市,はぜのき館,熊本県水俣市月浦453-3,1,,,20,32.193766,130.393854,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500065121,E4320500065121,水俣市,もやい館,熊本県水俣市牧の内3-1,1,,要配慮者,300,32.214874,130.406787,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500063111,E4320500063111,水俣市,中屋敷公民館,熊本県水俣市宝川内1118-1,1,,,15,32.188797,130.490772,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500058111,E4320500058111,水俣市,八ノ窪公民館,熊本県水俣市八ノ窪町2-269,1,,,20,32.198713,130.389711,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500060111,E4320500060111,水俣市,公民館,熊本県水俣市浜町2-10-26,1,,,200,32.212875,130.403143,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500036111,E4320500036111,水俣市,公民館分館,熊本県水俣市洗切町1-1,1,,,100,32.2135142584577,130.40098798738,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500019111,E4320500019111,水俣市,出月公民館,熊本県水俣市月浦367-7,1,,,40,32.185991,130.383,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500028111,E4320500028111,水俣市,初野集会所,熊本県水俣市初野186,1,,,30,32.209893,130.431744,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500024111,E4320500024111,水俣市,厚生会館,熊本県水俣市古城1-6-88,1,,,70,32.20779605,130.4154171,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500018111,E4320500018111,水俣市,坂口公民館,熊本県水俣市月浦319,1,,,30,32.189472,130.386615,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500044111,E4320500044111,水俣市,大川公民館,熊本県水俣市大川553-2,1,,,60,32.172379,130.568121,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500013111,E4320500013111,水俣市,愛林館,熊本県水俣市久木野1071-4,1,,,30,32.171968,130.527618,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500005111,E4320500005111,水俣市,日当野公民館,熊本県水俣市越小場164-4,1,,,15,32.166722,130.519589,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500054111,E4320500054111,水俣市,旧湯出中学校校舎,熊本県水俣市湯出1641,1,,,80,32.153226,130.441152,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500035111,E4320500035111,水俣市,旧石飛分校,熊本県水俣市石坂川370-84,1,,,30,32.138421,130.496174,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500049111,E4320500049111,水俣市,木臼野公民館,熊本県水俣市長崎278,1,,,20,32.151151,130.426944,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500057111,E4320500057111,水俣市,桜野集会所,熊本県水俣市薄原276,1,,,30,32.175092,130.452329,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500059111,E4320500059111,水俣市,武道館,熊本県水俣市八幡町3-9-2,1,,,300,32.217857,130.402197,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500047112,E4320500047112,水俣市,水俣市企業支援センター深川分室,熊本県水俣市中鶴539-1,1,,,,32.193266,130.438347,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500031111,E4320500031111,水俣市,水俣市役所,熊本県水俣市陣内1-1-1,1,,,84,32.21182851294,130.40867595412,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500036112,E4320500036112,水俣市,水俣市高齢者福祉センター,熊本県水俣市洗切町1-1,1,,,,32.213556,130.400902,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500055111,E4320500055111,水俣市,水俣環境アカデミア,熊本県水俣市南福寺6-1,1,,,50,32.202957806023,130.41002653689,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500066111,E4320500066111,水俣市,水俣病資料館,熊本県水俣市明神町53,1,,,30,32.203519,130.374754,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:b7ba4e53444d233613b7,,水俣市,水俣高校体育館,水俣市洗切町11-1,,,,400,32.21410896,130.4024453,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500029111,E4320500029111,水俣市,水東小学校,熊本県水俣市初野55,1,,,200,32.21337,130.433504,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:a860a0f5fdcf3155c69b,,水俣市,水東小学校多目的ホール,水俣市初野55,,,,200,32.21335983,130.4334964,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500047111,E4320500047111,水俣市,深川生涯学習センター,熊本県水俣市中鶴539-1,1,,,80,32.1928668676507,130.438116715778,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500030111,E4320500030111,水俣市,深川駅跡地休憩所,熊本県水俣市深川地内,1,,,20,32.179453,130.447633,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500053111,E4320500053111,水俣市,湯の鶴温泉保健センター,熊本県水俣市湯出1532-2,1,,,50,32.147545,130.439494,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500033111,E4320500033111,水俣市,石坂川生涯学習センター,熊本県水俣市石坂川113,1,,,50,32.16203353,130.4798042,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500032111,E4320500032111,水俣市,第一小学校体育館,熊本県水俣市陣内1-1-2,1,,,200,32.213111,130.408352,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500007111,E4320500007111,水俣市,第二中学校体育館(校舎2階),熊本県水俣市塩浜町3-1,1,,,300,32.2137181307128,130.394523199535,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500007112,E4320500007112,水俣市,第二中学校校舎,熊本県水俣市塩浜町3-1,1,,,300,32.213752,130.394668,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500004111,E4320500004111,水俣市,第二小学校体育館(校舎2階),熊本県水俣市栄町1-2-1,1,,,,32.209128,130.397551,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:f6e4a028533f3a2450c1,,水俣市,第二小学校多目的ホール,水俣市栄町1-2-1,,,,300,32.2097529,130.3965126,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500042111,E4320500042111,水俣市,総合体育館(南部館),熊本県水俣市袋933外,1,,,400,32.177946,130.384616,未開設,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500046111,E4320500046111,水俣市,総合体育館(本館),熊本県水俣市中央公園1,1,,,1000,32.20863,130.406995,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500050111,E4320500050111,水俣市,茂川公民館,熊本県水俣市長崎443-2,1,,,20,32.156891,130.417491,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500010111,E4320500010111,水俣市,葛彩館,熊本県水俣市葛渡67-1,1,,,70,32.17334949,130.4591301,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500038111,E4320500038111,水俣市,袋小中学校体育館,熊本県水俣市袋1403-2,1,,,300,32.175975,130.379577,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500006111,E4320500006111,水俣市,越小場公民館,熊本県水俣市越小場845-1,1,,,50,32.152773,130.521113,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500048111,E4320500048111,水俣市,野川公民館,熊本県水俣市長崎1201,1,,,20,32.175353,130.404547,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4320500064111,E4320500064111,水俣市,集・川原公民館,熊本県水俣市宝川内山神1-2,1,,,30,32.179486,130.468102,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
refgroup:a551630a372acfb0d848,E4346800002111;E4346800002121,氷川町,宮原福祉センター,氷川町宮原702-5,1,,要配慮者,162,32.554368510788,130.68236676679,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）
ref:E4346800004111,E4346800004111,氷川町,常葉保育所,熊本県氷川町宮原823,1,,,121,32.554055706425,130.68383155923,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4346800001111,E4346800001111,氷川町,氷川町公民館・宮原体育館,熊本県氷川町宮原690-2,1,,,509,32.553973666736,130.67945191464,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:1a33df0f5bb6c7324ed0,,氷川町,氷川町公民館・宮原公民館,氷川町宮原690-2,,,,509,32.55401302,130.6793474,未開設,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）
ref:E4346800005111,E4346800005111,氷川町,氷川町及び八代市中学校組合立氷川中学校,氷川町今39,1,,,515,32.5532538157,130.67431871765,未開設,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）
ref:E4346800009111,E4346800009111,氷川町,氷川町文化センター,熊本県氷川町島地642,1,,,190,32.582818199837,130.67365756867,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4346800006111,E4346800006111,氷川町,氷川町立宮原小学校,熊本県氷川町今762,1,,,365,32.551939765241,130.68150108917,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4346800011111,E4346800011111,氷川町,氷川町立竜北中学校,熊本県氷川町島地665,1,,,1185,32.582191399821,130.67597040623,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4346800012111,E4346800012111,氷川町,氷川町立竜北東小学校,氷川町野津2336,1,,,318,32.575353944257,130.6900687953,未開設,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）
ref:E4346800008111,E4346800008111,氷川町,氷川町立竜北西部小学校,氷川町鹿島746,1,,,455,32.582520508884,130.66384608816,未開設,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）
ref:E4346800007111,E4346800007111,氷川町,氷川町農産加工研修センター,熊本県氷川町鹿島1624-1,1,,,35,32.584054822968,130.66435017838,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
refgroup:3e857dbc6a3a94f783aa,E4346800010111;E4346800010121,氷川町,竜北福祉センター,熊本県氷川町島地651,1,,要配慮者,,32.583387811092,130.67411923028,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
refgroup:679351f168c4294e1350,E4348400002111;E4348400002122,津奈木町,つなぎ文化センター,熊本県津奈木町大字岩城1588-2,1,,,800,32.2306310899913,130.456543338792,未開設,開設（平常）,開設（平常）,開設（平常）,開設（平常）,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4348400005111,E4348400005111,津奈木町,農業就業改善センター,熊本県津奈木町大字小津奈木2123,1,,,500,32.2339290652049,130.440077084644,未開設,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600009111,E4350600009111,湯前町,旧南部保育所,熊本県湯前町3446-1,1,,,,32.26438189,130.9811078,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600001111,E4350600001111,湯前町,湯前町B&G海洋センター,熊本県湯前町1693-2,1,,,551,32.272899243835,130.99671635192,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600005111,E4350600005111,湯前町,湯前町保健センター,熊本県湯前町1984,1,,,215,32.276679066494,130.98087312971,未開設,開設（平常）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600011111,E4350600011111,湯前町,湯前町立湯前中学校,熊本県湯前町2643,1,,,569,32.274908533651,130.98656687303,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600010111,E4350600010111,湯前町,湯前町立湯前小学校,熊本県湯前町2120,1,,,773,32.275520836599,130.985129209,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600004111,E4350600004111,湯前町,湯前町農村環境改善センター,熊本県湯前町1834-1,1,,,548,32.280418,130.981507,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4350600003111,E4350600003111,湯前町,湯前町避難防災交流施設,熊本県湯前町1822-4,1,,,,32.281317655457,130.98043965472,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000014111,E4310000014111,熊本市,くまもと森都心プラザ,熊本県熊本市西区春日1-14-1,1,,,,32.790388,130.691058,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4344300002121,E4344300002121,熊本市,くまもと江津湖療育医療センター,熊本県熊本市東区画図町重富575,,,町が特定した在宅の身体障がい者、要介護者のうち、一般的な避難所では生活に支障をきたすもの,,32.759453444381,130.72937018113,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000188111,E4310000188111,熊本市,アクアドームくまもと,熊本県熊本市南区荒尾2丁目1-1,1,,,,32.763295,130.667863,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設
ref:E4310000219111,E4310000219111,熊本市,アスパル富合(富合公民館),熊本県熊本市南区富合町清藤400,1,,,,32.716065,130.678073,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）
ref:E4344300006121,E4344300006121,熊本市,ケアハウスわらべ苑,熊本県熊本市東区新南部2-1-35,,,町が特定した在宅の身体障がい者、要介護者のうち、一般的な避難所では生活に支障をきたすもの,,32.816312558443,130.74606425004,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000060111,E4310000060111,熊本市,サンライフ熊本,熊本県熊本市中央区黒髪3丁目3-12,1,,,,32.81983876,130.720156,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設
ref:E4344300001121,E4344300001121,熊本市,ノットホーム,熊本県熊本市中央区黒髪5-23-1,,,町が特定した在宅の身体障がい者、要介護者のうち、一般的な避難所では生活に支障をきたすもの,,32.818641628893,130.73083399259,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000074111,E4310000074111,熊本市,一新小学校,熊本県熊本市中央区新町3-10-45,1,,,,32.80239,130.69506,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000025111,E4310000025111,熊本市,三和中学校,熊本県熊本市西区上高橋1-4-1,1,,,,32.78602,130.665237,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000195111,E4310000195111,熊本市,下益城城南中学校,熊本県熊本市南区城南町宮地1020番地1,1,,,,32.71029,130.729282,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）
ref:E4310000084111,E4310000084111,熊本市,中央公民館,熊本県熊本市中央区草葉町5-1,1,,,,32.804732,130.715552,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設
ref:E4310000038111,E4310000038111,熊本市,中島小学校,熊本県熊本市西区中島町538,1,,,,32.76667,130.628934,未開設,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000217111,E4310000217111,熊本市,中緑小学校,熊本県熊本市南区美登里町800,1,,,,32.731069,130.660381,未開設,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
web:92ac15ea64f21af2c9fa,,熊本市,九州動物学院【ペット避難場所】,熊本県熊本市中央区本荘6丁目16-34,,,,,32.79210382,130.7047918,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000129111,E4310000129111,熊本市,二岡中学校,熊本県熊本市東区戸島3-15-2,1,,,,32.824024,130.792208,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000062111,E4310000062111,熊本市,五福交流室・公民館,熊本県熊本市中央区細工町2丁目25,1,,,,32.79594238,130.6956943,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設
ref:E4310000062112,E4310000062112,熊本市,五福小学校,熊本県熊本市中央区細工町2-25,1,,,,32.795878,130.695933,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000236111,E4310000236111,熊本市,五霊中学校,熊本県熊本市北区植木町一木163,1,,,,32.905268,130.690622,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000024111,E4310000024111,熊本市,井芹中学校,熊本県熊本市西区上熊本3-27-1,1,,,,32.820992,130.698625,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000048111,E4310000048111,熊本市,京陵中学校,熊本県熊本市中央区京町本丁1-14,1,,,,32.81728,130.704112,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設
ref:E4310000126111,E4310000126111,熊本市,健軍小学校,熊本県熊本市東区健軍2-25-56,1,,,,32.784179,130.752403,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000139111,E4310000139111,熊本市,健軍文化ホール,熊本県熊本市東区若葉3丁目5-11,1,,,,32.77519,130.762075,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設
ref:E4310000163111,E4310000163111,熊本市,健軍東小学校,熊本県熊本市東区東町4-15-2,1,,,,32.783268,130.764276,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000069111,E4310000069111,熊本市,出水中学校,熊本県熊本市中央区出水5-3-1,1,,,,32.784081,130.726848,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000070111,E4310000070111,熊本市,出水南中学校,熊本県熊本市中央区出水7-86-1,1,,,,32.775036,130.728094,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000067111,E4310000067111,熊本市,出水南小学校,熊本県熊本市中央区出水4-1-1,1,,,,32.783234,130.7306183,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000064111,E4310000064111,熊本市,出水小学校,熊本県熊本市中央区出水1-1-75,1,,,,32.789046,130.731203,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設
ref:E4310000209111,E4310000209111,熊本市,力合中学校,熊本県熊本市南区島町5-8-1,1,,,,32.76218,130.677426,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設
ref:E4310000176111,E4310000176111,熊本市,力合小学校,熊本県熊本市南区刈草2丁目10-1,1,,,,32.758665,130.681428,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）
ref:E4310000187111,E4310000187111,熊本市,力合西小学校,熊本県熊本市南区荒尾1-11-1,1,,,,32.763349,130.67152,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000263111,E4310000263111,熊本市,勤労青少年ホーム,熊本県熊本市北区鶴羽田2-13-10,1,,,,32.861901311712,130.72458996634,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000235111,E4310000235111,熊本市,北部まちづくりセンター・公民館,熊本県熊本市北区鹿子木町66,1,,,,32.869936,130.703005,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,未開設,未開設
ref:E4310000234111,E4310000234111,熊本市,北部中学校,熊本県熊本市北区鹿子木町1,1,,,,32.867834,130.702977,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000264111,E4310000264111,熊本市,北部東小学校,熊本県熊本市北区鶴羽田2-7-1,1,,,,32.860232,130.72358,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000211111,E4310000211111,熊本市,南部まちづくりセンター・公民館,熊本県熊本市南区南高江6丁目7-35,1,,,,32.748239,130.686263,未開設,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）,開設（不明）
ref:E4310000215111,E4310000215111,熊本市,南部総合スポーツセンター,熊本県熊本市南区白藤5-2-1,1,,,,32.755067,130.673652,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000043111,E4310000043111,熊本市,古町小学校,熊本県熊本市西区二本木4-9-65,1,,,,32.782321,130.689592,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000253111,E4310000253111,熊本市,吉松小学校,熊本県熊本市北区植木町豊田474,1,,,,32.941058,130.70948,未開設,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
ref:E4310000110111,E4310000110111,熊本市,向山小学校,熊本県熊本市中央区本山4-5-11,1,,,,32.789394,130.700032,開設（不明）,開設（不明）,開設（不明）,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設,未開設
